run_id,batch_id,timestamp,f_ge_Hz,f_ef_Hz,f_gf_Hz,P_pump_dBm,P_ge_dBm,P_ef_dBm,phi_ge_rad,phi_ef_rad,phi_gf_rad,T2star_ns,T1_ns,contrast,fit_ok,temp_mK,fridge_cycle_id,resonator_Q,notes
synth_00260,batch_synth_v1,2025-09-30T15:58:03.545178,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-43.75,0.0,0.0,0.0,167.6785796952072,298.7413962436338,0.75527528154325,True,15.0,demo_cycle,8000.0,
synth_00261,batch_synth_v1,2025-09-30T15:58:03.545195,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-42.5,0.0,0.0,0.0,151.0700790612136,298.1336706079144,0.7592644404286687,True,15.0,demo_cycle,8000.0,
synth_00262,batch_synth_v1,2025-09-30T15:58:03.545210,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-41.25,0.0,0.0,0.0,168.31067318684345,297.4571478434709,0.7627695798482319,True,15.0,demo_cycle,8000.0,
synth_00263,batch_synth_v1,2025-09-30T15:58:03.545222,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-40.0,0.0,0.0,0.0,149.91109618912813,296.7283110434425,0.7657454858407375,True,15.0,demo_cycle,8000.0,
synth_00264,batch_synth_v1,2025-09-30T15:58:03.545236,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-38.75,0.0,0.0,0.0,149.27151507911213,295.96491790274996,0.7681537712032873,True,15.0,demo_cycle,8000.0,
synth_00265,batch_synth_v1,2025-09-30T15:58:03.545252,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-37.5,0.0,0.0,0.0,147.13707807858444,295.1855680619393,0.7699633706606064,True,15.0,demo_cycle,8000.0,
synth_00266,batch_synth_v1,2025-09-30T15:58:03.545268,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-36.25,0.0,0.0,0.0,132.81459702606543,294.4092499374972,0.7711509415863794,True,15.0,demo_cycle,8000.0,
synth_00267,batch_synth_v1,2025-09-30T15:58:03.545277,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-35.0,0.0,0.0,0.0,132.7395325298219,293.6548780798619,0.7717011651075645,True,15.0,demo_cycle,8000.0,
synth_00268,batch_synth_v1,2025-09-30T15:58:03.545293,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-33.75,0.0,0.0,0.0,137.62410019930064,292.9408323311384,0.7716069437076405,True,15.0,demo_cycle,8000.0,
synth_00269,batch_synth_v1,2025-09-30T15:58:03.545309,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-32.5,0.0,0.0,0.0,114.58463071441668,292.28451001067845,0.7708694927798373,True,15.0,demo_cycle,8000.0,
synth_00270,batch_synth_v1,2025-09-30T15:58:03.545321,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-31.25,0.0,0.0,0.0,118.94996182097475,291.70190203926984,0.7694983249493739,True,15.0,demo_cycle,8000.0,
synth_00271,batch_synth_v1,2025-09-30T15:58:03.545335,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-30.0,0.0,0.0,0.0,119.93862107858733,291.2072033294285,0.7675111273669356,True,15.0,demo_cycle,8000.0,
synth_00272,batch_synth_v1,2025-09-30T15:58:03.545345,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-28.75,0.0,0.0,0.0,115.01930317673035,290.8124669344125,0.7649335335562255,True,15.0,demo_cycle,8000.0,
synth_00273,batch_synth_v1,2025-09-30T15:58:03.545354,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-27.5,0.0,0.0,0.0,123.07078917365966,290.5273103824209,0.7617987927586005,True,15.0,demo_cycle,8000.0,
synth_00274,batch_synth_v1,2025-09-30T15:58:03.545363,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-26.25,0.0,0.0,0.0,131.15800141934326,290.3586813509788,0.7581473410400303,True,15.0,demo_cycle,8000.0,
synth_00275,batch_synth_v1,2025-09-30T15:58:03.545376,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-25.0,0.0,0.0,0.0,112.42166990853801,290.31068839071787,0.7540262796928094,True,15.0,demo_cycle,8000.0,
synth_00276,batch_synth_v1,2025-09-30T15:58:03.545385,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-23.75,0.0,0.0,0.0,131.5515198879807,290.3845008228725,0.749488767660295,True,15.0,demo_cycle,8000.0,
synth_00277,batch_synth_v1,2025-09-30T15:58:03.545396,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-22.5,0.0,0.0,0.0,105.77121410176913,290.5783202494316,0.7445933358219856,True,15.0,demo_cycle,8000.0,
synth_00278,batch_synth_v1,2025-09-30T15:58:03.545412,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-21.25,0.0,0.0,0.0,127.06094747221198,290.88742437008534,0.7394031319842046,True,15.0,demo_cycle,8000.0,
synth_00279,batch_synth_v1,2025-09-30T15:58:03.545423,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-20.0,0.0,0.0,0.0,117.79708618381393,291.30428203839165,0.7339851063155078,True,15.0,demo_cycle,8000.0,
synth_00280,batch_synth_v1,2025-09-30T15:58:03.545432,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-18.75,0.0,0.0,0.0,118.83997627584249,291.8187367538845,0.7284091477341529,True,15.0,demo_cycle,8000.0,
synth_00281,batch_synth_v1,2025-09-30T15:58:03.545441,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-17.5,0.0,0.0,0.0,133.4311793009016,292.41825411944217,0.7227471823876572,True,15.0,demo_cycle,8000.0,
synth_00282,batch_synth_v1,2025-09-30T15:58:03.545450,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-16.25,0.0,0.0,0.0,125.08371731971823,293.0882272347588,0.7170722458534574,True,15.0,demo_cycle,8000.0,
synth_00283,batch_synth_v1,2025-09-30T15:58:03.545460,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-15.0,0.0,0.0,0.0,130.5800547794521,293.81233258517847,0.7114575410286614,True,15.0,demo_cycle,8000.0,
synth_00284,batch_synth_v1,2025-09-30T15:58:03.545473,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-13.75,0.0,0.0,0.0,126.48001051421681,294.5729277548642,0.7059754938614904,True,15.0,demo_cycle,8000.0,
synth_00285,batch_synth_v1,2025-09-30T15:58:03.545482,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-12.5,0.0,0.0,0.0,113.1422645514555,295.3514812742456,0.7006968191048412,True,15.0,demo_cycle,8000.0,
synth_00286,batch_synth_v1,2025-09-30T15:58:03.545491,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-11.25,0.0,0.0,0.0,106.68108760212118,296.1290241287555,0.6956896081431283,True,15.0,demo_cycle,8000.0,
synth_00287,batch_synth_v1,2025-09-30T15:58:03.545500,5200000000.0,4900000000.0,10100000000.0,0.0,-52.5,-10.0,0.0,0.0,0.0,135.90057300729777,296.8866119281027,0.6910184506588305,True,15.0,demo_cycle,8000.0,
synth_00288,batch_synth_v1,2025-09-30T15:58:03.545513,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-60.0,0.0,0.0,0.0,124.83009643249879,297.4256085804969,0.6939717741434218,True,15.0,demo_cycle,8000.0,
synth_00289,batch_synth_v1,2025-09-30T15:58:03.545522,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-58.75,0.0,0.0,0.0,127.98703005607084,298.1343289466403,0.6983682995971109,True,15.0,demo_cycle,8000.0,
synth_00290,batch_synth_v1,2025-09-30T15:58:03.545532,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-57.5,0.0,0.0,0.0,114.17376886717372,298.78355387956856,0.7031440321154883,True,15.0,demo_cycle,8000.0,
synth_00291,batch_synth_v1,2025-09-30T15:58:03.545542,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-56.25,0.0,0.0,0.0,121.45475626992298,299.3574653823123,0.7082373679336391,True,15.0,demo_cycle,8000.0,
synth_00292,batch_synth_v1,2025-09-30T15:58:03.545551,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-55.0,0.0,0.0,0.0,128.7403869274972,299.8420804268782,0.7135826064158669,True,15.0,demo_cycle,8000.0,
synth_00293,batch_synth_v1,2025-09-30T15:58:03.545570,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-53.75,0.0,0.0,0.0,114.3117898714693,300.22559164278897,0.7191107975500833,True,15.0,demo_cycle,8000.0,
synth_00294,batch_synth_v1,2025-09-30T15:58:03.545579,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-52.5,0.0,0.0,0.0,142.29255725969125,300.4986549969625,0.7247506313569866,True,15.0,demo_cycle,8000.0,
synth_00295,batch_synth_v1,2025-09-30T15:58:03.545588,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-51.25,0.0,0.0,0.0,124.69532944713602,300.6546174557741,0.730429357741243,True,15.0,demo_cycle,8000.0,
synth_00296,batch_synth_v1,2025-09-30T15:58:03.545597,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-50.0,0.0,0.0,0.0,133.34174246082216,300.6896790824443,0.7360737249192059,True,15.0,demo_cycle,8000.0,
synth_00297,batch_synth_v1,2025-09-30T15:58:03.545611,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-48.75,0.0,0.0,0.0,157.6489952976054,300.6029856203413,0.741610924318078,True,15.0,demo_cycle,8000.0,
synth_00298,batch_synth_v1,2025-09-30T15:58:03.545626,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-47.5,0.0,0.0,0.0,172.19232014880896,300.39664930645927,0.7469695297579503,True,15.0,demo_cycle,8000.0,
synth_00299,batch_synth_v1,2025-09-30T15:58:03.545640,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-46.25,0.0,0.0,0.0,157.2552125957565,300.0756974079627,0.7520804188018942,True,15.0,demo_cycle,8000.0,
synth_00300,batch_synth_v1,2025-09-30T15:58:03.545649,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-45.0,0.0,0.0,0.0,159.32530261232984,299.64794973567547,0.7568776643893056,True,15.0,demo_cycle,8000.0,
synth_00301,batch_synth_v1,2025-09-30T15:58:03.545658,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-43.75,0.0,0.0,0.0,168.63287443311,299.12382811882924,0.7612993852510244,True,15.0,demo_cycle,8000.0,
synth_00302,batch_synth_v1,2025-09-30T15:58:03.545671,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-42.5,0.0,0.0,0.0,162.96016075227948,298.5161024831098,0.7652885441364431,True,15.0,demo_cycle,8000.0,
synth_00303,batch_synth_v1,2025-09-30T15:58:03.545684,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-41.25,0.0,0.0,0.0,179.78370365805907,297.83957971866636,0.7687936835560063,True,15.0,demo_cycle,8000.0,
synth_00304,batch_synth_v1,2025-09-30T15:58:03.545693,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-40.0,0.0,0.0,0.0,163.09451420642816,297.1107429186379,0.7717695895485119,True,15.0,demo_cycle,8000.0,
synth_00305,batch_synth_v1,2025-09-30T15:58:03.545702,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-38.75,0.0,0.0,0.0,149.01481139463198,296.3473497779454,0.7741778749110617,True,15.0,demo_cycle,8000.0,
synth_00306,batch_synth_v1,2025-09-30T15:58:03.545711,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-37.5,0.0,0.0,0.0,148.4680464232421,295.56799993713474,0.7759874743683808,True,15.0,demo_cycle,8000.0,
synth_00307,batch_synth_v1,2025-09-30T15:58:03.545722,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-36.25,0.0,0.0,0.0,149.37754575235724,294.7916818126926,0.7771750452941538,True,15.0,demo_cycle,8000.0,
synth_00308,batch_synth_v1,2025-09-30T15:58:03.545732,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-35.0,0.0,0.0,0.0,136.33478507476164,294.0373099550573,0.7777252688153389,True,15.0,demo_cycle,8000.0,
synth_00309,batch_synth_v1,2025-09-30T15:58:03.545741,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-33.75,0.0,0.0,0.0,125.57396091759612,293.3232642063338,0.7776310474154149,True,15.0,demo_cycle,8000.0,
synth_00310,batch_synth_v1,2025-09-30T15:58:03.545750,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-32.5,0.0,0.0,0.0,135.8222210730385,292.6669418858739,0.7768935964876117,True,15.0,demo_cycle,8000.0,
synth_00311,batch_synth_v1,2025-09-30T15:58:03.545763,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-31.25,0.0,0.0,0.0,127.03881649537254,292.0843339144653,0.7755224286571483,True,15.0,demo_cycle,8000.0,
synth_00312,batch_synth_v1,2025-09-30T15:58:03.545772,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-30.0,0.0,0.0,0.0,118.29158420426084,291.58963520462396,0.77353523107471,True,15.0,demo_cycle,8000.0,
synth_00313,batch_synth_v1,2025-09-30T15:58:03.545783,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-28.75,0.0,0.0,0.0,123.91301163916236,291.19489880960793,0.7709576372639999,True,15.0,demo_cycle,8000.0,
synth_00314,batch_synth_v1,2025-09-30T15:58:03.545795,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-27.5,0.0,0.0,0.0,117.45269788780563,290.90974225761636,0.7678228964663749,True,15.0,demo_cycle,8000.0,
synth_00315,batch_synth_v1,2025-09-30T15:58:03.545804,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-26.25,0.0,0.0,0.0,125.4211916073044,290.74111322617426,0.7641714447478047,True,15.0,demo_cycle,8000.0,
synth_00316,batch_synth_v1,2025-09-30T15:58:03.545813,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-25.0,0.0,0.0,0.0,121.68180988418833,290.6931202659133,0.7600503834005838,True,15.0,demo_cycle,8000.0,
synth_00317,batch_synth_v1,2025-09-30T15:58:03.545822,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-23.75,0.0,0.0,0.0,117.17968287343425,290.76693269806793,0.7555128713680694,True,15.0,demo_cycle,8000.0,
synth_00318,batch_synth_v1,2025-09-30T15:58:03.545834,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-22.5,0.0,0.0,0.0,117.51569227306814,290.96075212462705,0.75061743952976,True,15.0,demo_cycle,8000.0,
synth_00319,batch_synth_v1,2025-09-30T15:58:03.545844,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-21.25,0.0,0.0,0.0,120.758636784136,291.2698562452808,0.745427235691979,True,15.0,demo_cycle,8000.0,
synth_00320,batch_synth_v1,2025-09-30T15:58:03.545853,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-20.0,0.0,0.0,0.0,118.35301880520248,291.6867139135871,0.7400092100232822,True,15.0,demo_cycle,8000.0,
synth_00321,batch_synth_v1,2025-09-30T15:58:03.545866,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-18.75,0.0,0.0,0.0,121.80090329752252,292.2011686290799,0.7344332514419273,True,15.0,demo_cycle,8000.0,
synth_00322,batch_synth_v1,2025-09-30T15:58:03.545875,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-17.5,0.0,0.0,0.0,132.39223522036252,292.8006859946376,0.7287712860954316,True,15.0,demo_cycle,8000.0,
synth_00323,batch_synth_v1,2025-09-30T15:58:03.545884,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-16.25,0.0,0.0,0.0,111.44730614656906,293.4706591099542,0.7230963495612318,True,15.0,demo_cycle,8000.0,
synth_00324,batch_synth_v1,2025-09-30T15:58:03.545893,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-15.0,0.0,0.0,0.0,130.2091341843713,294.1947644603739,0.7174816447364358,True,15.0,demo_cycle,8000.0,
synth_00325,batch_synth_v1,2025-09-30T15:58:03.545903,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-13.75,0.0,0.0,0.0,127.60940520566072,294.95535963005966,0.7119995975692648,True,15.0,demo_cycle,8000.0,
synth_00326,batch_synth_v1,2025-09-30T15:58:03.545912,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-12.5,0.0,0.0,0.0,130.80101727240944,295.73391314944104,0.7067209228126156,True,15.0,demo_cycle,8000.0,
synth_00327,batch_synth_v1,2025-09-30T15:58:03.545921,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-11.25,0.0,0.0,0.0,129.70978244384605,296.5114560039509,0.7017137118509027,True,15.0,demo_cycle,8000.0,
synth_00328,batch_synth_v1,2025-09-30T15:58:03.545931,5200000000.0,4900000000.0,10100000000.0,0.0,-51.25,-10.0,0.0,0.0,0.0,123.44245208978798,297.26904380329813,0.6970425543666049,True,15.0,demo_cycle,8000.0,
synth_00329,batch_synth_v1,2025-09-30T15:58:03.545942,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-60.0,0.0,0.0,0.0,120.14645600958093,297.9450345122115,0.6994611342033347,True,15.0,demo_cycle,8000.0,
synth_00330,batch_synth_v1,2025-09-30T15:58:03.545955,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-58.75,0.0,0.0,0.0,114.50027395572684,298.65375487835496,0.7038576596570237,True,15.0,demo_cycle,8000.0,
synth_00331,batch_synth_v1,2025-09-30T15:58:03.545964,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-57.5,0.0,0.0,0.0,114.89598795473312,299.3029798112832,0.7086333921754011,True,15.0,demo_cycle,8000.0,
synth_00332,batch_synth_v1,2025-09-30T15:58:03.545973,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-56.25,0.0,0.0,0.0,121.2138160705521,299.8768913140269,0.713726727993552,True,15.0,demo_cycle,8000.0,
synth_00333,batch_synth_v1,2025-09-30T15:58:03.545987,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-55.0,0.0,0.0,0.0,131.2284267476456,300.36150635859286,0.7190719664757798,True,15.0,demo_cycle,8000.0,
synth_00334,batch_synth_v1,2025-09-30T15:58:03.546002,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-53.75,0.0,0.0,0.0,142.00199689248024,300.7450175745036,0.7246001576099962,True,15.0,demo_cycle,8000.0,
synth_00335,batch_synth_v1,2025-09-30T15:58:03.546011,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-52.5,0.0,0.0,0.0,143.0016154429915,301.01808092867714,0.7302399914168994,True,15.0,demo_cycle,8000.0,
synth_00336,batch_synth_v1,2025-09-30T15:58:03.546020,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-51.25,0.0,0.0,0.0,138.50171201887932,301.1740433874887,0.7359187178011558,True,15.0,demo_cycle,8000.0,
synth_00337,batch_synth_v1,2025-09-30T15:58:03.546029,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-50.0,0.0,0.0,0.0,154.23225408504547,301.2091050141589,0.7415630849791187,True,15.0,demo_cycle,8000.0,
synth_00338,batch_synth_v1,2025-09-30T15:58:03.546038,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-48.75,0.0,0.0,0.0,168.148553051456,301.12241155205595,0.7471002843779908,True,15.0,demo_cycle,8000.0,
synth_00339,batch_synth_v1,2025-09-30T15:58:03.546051,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-47.5,0.0,0.0,0.0,175.7151914340034,300.9160752381739,0.7524588898178631,True,15.0,demo_cycle,8000.0,
synth_00340,batch_synth_v1,2025-09-30T15:58:03.546061,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-46.25,0.0,0.0,0.0,172.5945867358757,300.59512333967734,0.7575697788618071,True,15.0,demo_cycle,8000.0,
synth_00341,batch_synth_v1,2025-09-30T15:58:03.546070,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-45.0,0.0,0.0,0.0,183.86299817840285,300.1673756673901,0.7623670244492184,True,15.0,demo_cycle,8000.0,
synth_00342,batch_synth_v1,2025-09-30T15:58:03.546079,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-43.75,0.0,0.0,0.0,192.57456126134855,299.6432540505439,0.7667887453109372,True,15.0,demo_cycle,8000.0,
synth_00343,batch_synth_v1,2025-09-30T15:58:03.546088,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-42.5,0.0,0.0,0.0,185.08541071006692,299.03552841482446,0.770777904196356,True,15.0,demo_cycle,8000.0,
synth_00344,batch_synth_v1,2025-09-30T15:58:03.546101,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-41.25,0.0,0.0,0.0,184.08767906492184,298.359005650381,0.7742830436159192,True,15.0,demo_cycle,8000.0,
synth_00345,batch_synth_v1,2025-09-30T15:58:03.546110,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-40.0,0.0,0.0,0.0,161.52415100101487,297.63016885035256,0.7772589496084248,True,15.0,demo_cycle,8000.0,
synth_00346,batch_synth_v1,2025-09-30T15:58:03.546119,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-38.75,0.0,0.0,0.0,167.90204612850158,296.86677570966003,0.7796672349709746,True,15.0,demo_cycle,8000.0,
synth_00347,batch_synth_v1,2025-09-30T15:58:03.546128,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-37.5,0.0,0.0,0.0,162.29061507684037,296.0874258688494,0.7814768344282936,True,15.0,demo_cycle,8000.0,
synth_00348,batch_synth_v1,2025-09-30T15:58:03.546146,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-36.25,0.0,0.0,0.0,153.3353419088948,295.31110774440725,0.7826644053540667,True,15.0,demo_cycle,8000.0,
synth_00349,batch_synth_v1,2025-09-30T15:58:03.546162,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-35.0,0.0,0.0,0.0,143.25273507829374,294.55673588677195,0.7832146288752517,True,15.0,demo_cycle,8000.0,
synth_00350,batch_synth_v1,2025-09-30T15:58:03.546178,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-33.75,0.0,0.0,0.0,150.14539716863092,293.84269013804845,0.7831204074753277,True,15.0,demo_cycle,8000.0,
synth_00351,batch_synth_v1,2025-09-30T15:58:03.546193,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-32.5,0.0,0.0,0.0,133.16821291426967,293.1863678175885,0.7823829565475245,True,15.0,demo_cycle,8000.0,
synth_00352,batch_synth_v1,2025-09-30T15:58:03.546203,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-31.25,0.0,0.0,0.0,131.28255939506093,292.6037598461799,0.7810117887170611,True,15.0,demo_cycle,8000.0,
synth_00353,batch_synth_v1,2025-09-30T15:58:03.546212,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-30.0,0.0,0.0,0.0,110.65446098218203,292.1090611363386,0.7790245911346229,True,15.0,demo_cycle,8000.0,
synth_00354,batch_synth_v1,2025-09-30T15:58:03.546228,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-28.75,0.0,0.0,0.0,119.64120517487471,291.71432474132257,0.7764469973239128,True,15.0,demo_cycle,8000.0,
synth_00355,batch_synth_v1,2025-09-30T15:58:03.546238,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-27.5,0.0,0.0,0.0,120.34310495229342,291.429168189331,0.7733122565262878,True,15.0,demo_cycle,8000.0,
synth_00356,batch_synth_v1,2025-09-30T15:58:03.546247,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-26.25,0.0,0.0,0.0,113.48886543898102,291.2605391578889,0.7696608048077176,True,15.0,demo_cycle,8000.0,
synth_00357,batch_synth_v1,2025-09-30T15:58:03.546265,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-25.0,0.0,0.0,0.0,125.02226399069308,291.21254619762794,0.7655397434604967,True,15.0,demo_cycle,8000.0,
synth_00358,batch_synth_v1,2025-09-30T15:58:03.546281,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-23.75,0.0,0.0,0.0,123.10561698964074,291.28635862978257,0.7610022314279823,True,15.0,demo_cycle,8000.0,
synth_00359,batch_synth_v1,2025-09-30T15:58:03.546296,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-22.5,0.0,0.0,0.0,113.63443548306273,291.4801780563417,0.7561067995896729,True,15.0,demo_cycle,8000.0,
synth_00360,batch_synth_v1,2025-09-30T15:58:03.546311,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-21.25,0.0,0.0,0.0,111.69140110934896,291.7892821769954,0.7509165957518918,True,15.0,demo_cycle,8000.0,
synth_00361,batch_synth_v1,2025-09-30T15:58:03.546327,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-20.0,0.0,0.0,0.0,113.77437903684007,292.2061398453017,0.7454985700831951,True,15.0,demo_cycle,8000.0,
synth_00362,batch_synth_v1,2025-09-30T15:58:03.546337,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-18.75,0.0,0.0,0.0,122.12051322758239,292.72059456079455,0.7399226115018401,True,15.0,demo_cycle,8000.0,
synth_00363,batch_synth_v1,2025-09-30T15:58:03.546346,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-17.5,0.0,0.0,0.0,121.56509263168914,293.32011192635224,0.7342606461553445,True,15.0,demo_cycle,8000.0,
synth_00364,batch_synth_v1,2025-09-30T15:58:03.546355,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-16.25,0.0,0.0,0.0,121.60175704201576,293.99008504166886,0.7285857096211447,True,15.0,demo_cycle,8000.0,
synth_00365,batch_synth_v1,2025-09-30T15:58:03.546377,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-15.0,0.0,0.0,0.0,122.98691296475164,294.71419039208854,0.7229710047963487,True,15.0,demo_cycle,8000.0,
synth_00366,batch_synth_v1,2025-09-30T15:58:03.546398,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-13.75,0.0,0.0,0.0,118.62745864784874,295.4747855617743,0.7174889576291776,True,15.0,demo_cycle,8000.0,
synth_00367,batch_synth_v1,2025-09-30T15:58:03.546412,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-12.5,0.0,0.0,0.0,118.65688443369378,296.2533390811557,0.7122102828725284,True,15.0,demo_cycle,8000.0,
synth_00368,batch_synth_v1,2025-09-30T15:58:03.546423,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-11.25,0.0,0.0,0.0,137.68105484285027,297.03088193566555,0.7072030719108156,True,15.0,demo_cycle,8000.0,
synth_00369,batch_synth_v1,2025-09-30T15:58:03.546433,5200000000.0,4900000000.0,10100000000.0,0.0,-50.0,-10.0,0.0,0.0,0.0,131.55222972053681,297.78846973501277,0.7025319144265177,True,15.0,demo_cycle,8000.0,
synth_00370,batch_synth_v1,2025-09-30T15:58:03.546449,5200000000.0,4900000000.0,10100000000.0,0.0,-48.75,-60.0,0.0,0.0,0.0,111.81284402650785,298.5849351407268,0.7043100302926776,True,15.0,demo_cycle,8000.0,
synth_00371,batch_synth_v1,2025-09-30T15:58:03.546459,5200000000.0,4900000000.0,10100000000.0,0.0,-48.75,-58.75,0.0,0.0,0.0,130.2504380909091,299.29365550687027,0.7087065557463667,True,15.0,demo_cycle,8000.0,
synth_00372,batch_synth_v1,2025-09-30T15:58:03.546468,5200000000.0,4900000000.0,10100000000.0,0.0,-48.75,-57.5,0.0,0.0,0.0,120.07120228442847,299.9428804397985,0.713482288264744,True,15.0,demo_cycle,8000.0,
